ds,yhat,yhat_lower,yhat_upper
2018-07-29,9683.702119495292,3361.3199118726156,16880.97227474186
2018-08-05,8941.21888544917,2417.2383875929468,15402.60675704275
2018-08-12,7675.0375366388,1147.0280675287677,14122.342270542093
2018-08-19,14106.620421435577,7665.972092183141,20889.67142833533
2018-08-26,11995.404375120144,5917.3770987977305,18202.873806295658
2018-09-02,16182.486757328654,9946.81947565198,22305.15518567914
2018-09-09,20594.26829019982,14381.363918010868,26536.580599014364
2018-09-16,22665.653973044584,16287.231980419047,28973.78687955703
2018-09-23,20729.046273778476,14388.193059333631,26980.664333058117
2018-09-30,18402.052257525356,11727.671839724182,24633.49724754829
2018-10-07,16526.06780072908,10122.626124717252,22817.614075849247
2018-10-14,14375.067533790638,8572.890483461544,20533.11053083074
2018-10-21,11987.620060621308,5532.1613422862165,18325.05300692077
2018-10-28,13478.526213755558,7037.573339846787,19818.66684050996
2018-11-04,20925.293694940934,15064.94845035548,27265.963634116142
2018-11-11,23813.161674898198,17465.419584820924,30432.57231613662
2018-11-18,26176.67090958208,20053.736787037204,32112.174160191058
2018-11-25,24288.838099072196,18042.243378827414,30366.98370350921
2018-12-02,27912.492588142846,21112.382435338117,34388.27736642396
2018-12-09,21316.442718529877,14883.072575953565,27172.236625629714
2018-12-16,20912.55783641291,14553.402373765073,27159.04279649495
2018-12-23,21351.605713022647,14796.57763541846,27769.404726695222
2018-12-30,16732.581527043196,10195.42590739571,22809.08243837494
2019-01-06,9875.347856884146,3316.8685820714613,16389.212318095135
2019-01-13,5283.359375818505,-1161.9399755960317,11644.802876816153
2019-01-20,7869.7070015331265,1417.419604642577,14412.629505702309
2019-01-27,8266.877803762434,1634.483101146544,14413.163337398237
2019-02-03,9339.017638472522,3375.296950836637,15673.920720482154
2019-02-10,7291.635288461231,1362.1467319938356,13851.512345685505
2019-02-17,6177.610768370788,-166.87954850418342,12296.815163111158
2019-02-24,2663.9268245174226,-3080.644927354993,9116.654834898427
2019-03-03,5579.781277834958,-189.96673107544484,11705.859930075734
2019-03-10,10540.701540417042,4291.308750970034,17632.24286411274
2019-03-17,20737.922894749958,14423.666263299117,26858.521308432908
2019-03-24,17655.032534848553,11619.395890921289,24015.481720252323
2019-03-31,15010.828347102088,8255.08804176576,21234.068095318795
2019-04-07,13955.378794359058,7771.735859432149,20094.2446907608
2019-04-14,9862.1472168669,3430.554679671227,15889.553302281805
2019-04-21,8148.168726963602,1987.86537315242,14750.311228983412
2019-04-28,7690.212994768437,1498.0441496682186,14182.423644723753
2019-05-05,13267.525759838294,7152.776648196148,19813.41608825102
2019-05-12,10054.142990524344,3547.8259175671083,15862.317660163837
2019-05-19,11011.739487549166,4187.520784077259,17334.07205842163
2019-05-26,11673.203056688168,5184.98042502323,17789.573667830256
2019-06-02,13319.523025073664,6811.3654986093325,19868.475533677098
2019-06-09,11429.54564018123,5369.890142084317,17780.87465028748
2019-06-16,11429.770634381923,5190.446893440129,17882.766044447453
2019-06-23,11145.758725767455,4930.564608963707,17220.739906866256
2019-06-30,13993.242915848734,7780.324864837607,20536.887990746593
