ds,yhat,yhat_lower,yhat_upper
2019-02-19,1174.614370188481,-1434.9659380620508,3594.8612258539565
2019-02-20,296.884753063544,-2342.709116527925,2869.2032127301754
2019-02-21,-778.0353194284996,-3374.1390843594736,1857.874376367249
2019-02-22,173.43634874231816,-2502.3167727072955,2672.310895874316
2019-02-23,1342.6889001613024,-1282.7444861345964,3785.8341051749367
2019-02-24,1085.6351383766025,-1547.8530408594143,3571.255214612936
2019-02-25,1035.5727927767748,-1540.6873729279725,3528.466711976316
2019-02-26,1521.8468498306456,-1056.7013545004913,4174.075558924645
2019-02-27,736.3059677151356,-1863.1945168378727,3366.6168873735187
2019-02-28,-251.31632357975002,-2681.523670603489,2210.0985896811844
2019-03-01,787.6785952264145,-1661.3401129409906,3761.7015699617355
2019-03-02,2037.3989121237883,-576.3053153158588,4427.93133415448
2019-03-03,1847.1589883837084,-801.7026323354916,4649.173996604858
2019-03-04,1854.0216926234764,-706.9621539536366,4375.509620296277
2019-03-05,2387.2688371720587,-226.21729186026204,5134.444313296219
2019-03-06,1632.3064958505888,-848.3095251281405,4146.754353854056
2019-03-07,661.6045526889094,-2038.489455977541,3125.0821431700115
2019-03-08,1710.4475183180473,-824.9155178750331,4353.210198933327
2019-03-09,2957.278463187133,369.81375922979544,5580.306765155808
2019-03-10,2746.536857086747,31.77942351353112,5329.530310843207
2019-03-11,2720.8412093012776,304.9972220980463,5260.149506006745
2019-03-12,3211.2257600286684,673.3290841036453,5790.627740193716
2019-03-13,2398.4528016721856,-130.9712811278053,5063.966549492351
2019-03-14,1359.4696543976142,-1421.5816689351518,4038.553704791582
2019-03-15,2337.791128545242,-373.8411343832927,4825.460151010434
2019-03-16,3507.706857517639,857.3835272644296,6039.374609297426
2019-03-17,3210.128062098819,697.1796743417417,5723.247935343741
2019-03-18,3094.382670886857,498.2680690686956,5441.834182061872
2019-03-19,3494.195542207487,899.97203270926,6114.707390633058
2019-03-20,2586.3906455014835,-88.73034589664236,5156.091880223256
2019-03-21,1452.8542329834584,-1251.5302812480807,3820.8350284596186
2019-03-22,2345.543806947613,-35.42637789399761,5018.724399900558
2019-03-23,3434.5598203379345,910.4252000279527,6129.013518703554
2019-03-24,3057.0083070386736,576.3452594540694,5798.662912636567
2019-03-25,2868.421110633285,454.2276465715123,5475.009185948856
2019-03-26,3204.497525410539,700.37277059577,5774.0383945306
2019-03-27,2237.2189331050236,-544.4999717413533,4987.439014139991
2019-03-28,1052.3448078525064,-1452.1309273033373,3760.2390397086683
2019-03-29,1909.0781109900436,-728.8024840802447,4522.180661741331
2019-03-30,2972.0337399450545,415.4668934700934,5499.42156049254
